vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id
1,8/13/18 13:08,8/13/18 13:47,1,9.3,1,N,1,33,0.00E+00,0.5,8.45,0.00E+00,0.3,42.25,138,163
1,8/13/18 14:17,8/13/18 14:37,1,7,1,N,1,23,0.00E+00,0.5,4.75,0.00E+00,0.3,28.55,231,170
2,8/13/18 16:54,8/13/18 17:31,1,10.76,1,N,1,36,1,0.5,10.89,5.76,0.3,54.45,163,138
2,8/13/18 18:09,8/13/18 18:37,1,5.24,1,N,1,22,1,0.5,4.76,0.00E+00,0.3,28.56,161,223
2,8/13/18 18:52,8/13/18 18:53,1,0.26,1,N,1,3,1,0.5,0.96,0.00E+00,0.3,5.76,162,163
2,8/13/18 20:55,8/13/18 21:25,6,6.25,1,N,1,25,0.5,0.5,6.58,0.00E+00,0.3,32.88,87,142
2,8/13/18 20:19,8/13/18 20:50,1,7.03,1,N,1,24.5,0.5,0.5,5.16,0.00E+00,0.3,30.96,249,202
2,8/13/18 20:21,8/13/18 20:49,1,9.2,1,N,1,29.5,0.5,0.5,6.5,5.76,0.3,43.06,234,257
2,8/13/18 20:37,8/13/18 21:04,2,5.68,1,N,1,22,0.5,0.5,5.82,0.00E+00,0.3,29.12,234,179
1,4/28/18 15:31,4/28/18 16:01,1,10.4,1,N,1,30,0.00E+00,0.5,9.1,5.76,0.3,45.66,138,229
2,4/28/18 15:39,4/28/18 16:19,1,2.54,1,N,1,23,0.00E+00,0.5,4.76,0.00E+00,0.3,28.56,68,170
1,4/28/18 16:54,4/28/18 17:30,1,5.9,1,N,1,26,0.00E+00,0.5,5.35,0.00E+00,0.3,32.15,239,231
1,4/28/18 17:32,4/28/18 18:07,1,8.7,1,N,1,30,0.00E+00,0.5,5.2,0.00E+00,0.3,36,138,229
2,4/28/18 17:03,4/29/18 16:59,1,6.26,1,N,1,25.5,0.00E+00,0.5,3.94,0.00E+00,0.3,30.24,13,164
1,4/28/18 18:43,4/28/18 19:17,1,3.8,1,N,1,22,0.00E+00,0.5,3.5,0.00E+00,0.3,26.3,141,68
2,4/28/18 18:06,4/28/18 18:32,4,9.25,1,N,1,27.5,0.00E+00,0.5,6.81,5.76,0.3,40.87,138,236
1,4/28/18 20:16,4/28/18 20:46,1,9.7,1,N,1,30,0.5,0.5,6.26,0.00E+00,0.3,37.56,48,127
2,4/28/18 20:06,4/28/18 20:45,1,9.66,1,N,1,34,0.5,0.5,8.21,5.76,0.3,49.27,230,52
1,4/28/18 20:40,4/28/18 21:07,2,8.6,1,N,1,27.5,0.5,0.5,5.75,0.00E+00,0.3,34.55,138,237
2,4/28/18 22:25,4/28/18 22:48,1,8.87,1,N,1,27,0.5,0.5,6.81,5.76,0.3,40.87,138,137
2,4/28/18 22:02,4/28/18 22:34,1,5.02,1,N,1,22,0.5,0.5,3.73,0.00E+00,0.3,27.03,231,141
1,4/28/18 22:28,4/28/18 22:45,1,7.9,1,N,1,23,0.5,0.5,3.65,0.00E+00,0.3,27.95,9,215
2,4/28/18 23:30,4/29/18 0:16,2,7.62,1,N,1,32,0.5,0.5,8.32,0.00E+00,0.3,41.62,164,36
1,3/31/18 20:55,3/31/18 21:36,1,26.4,1,N,1,69.5,0.5,0.5,15,0.00E+00,0.3,85.8,132,40
2,3/31/18 22:12,3/31/18 22:38,1,6.99,1,N,1,24,0.5,0.5,5.06,0.00E+00,0.3,30.36,142,224
2,3/31/18 22:53,3/31/18 23:21,6,6.04,1,N,1,22,0.5,0.5,4.66,0.00E+00,0.3,27.96,231,61
2,3/31/18 23:55,4/1/18 0:21,5,7.87,1,N,1,27,0.5,0.5,5.66,0.00E+00,0.3,33.96,148,238
2,3/31/18 23:22,4/1/18 0:04,1,9.46,1,N,1,34.5,0.5,0.5,8.31,5.76,0.3,49.87,68,225
1,3/1/18 5:26,3/1/18 5:51,2,8.8,1,N,1,28,0.5,0.5,10.5,5.76,0.3,45.56,239,138
1,3/1/18 6:01,3/1/18 6:25,3,10.4,1,N,1,29.5,0.00E+00,0.5,6,0.00E+00,0.3,36.3,132,196
2,3/1/18 8:44,3/1/18 9:16,1,7.86,1,N,1,29,0.00E+00,0.5,5.96,0.00E+00,0.3,35.76,75,87
1,3/1/18 8:49,3/1/18 9:52,1,9.3,1,N,1,40.5,0.00E+00,0.5,8.5,0.00E+00,0.3,49.8,138,65
2,3/1/18 8:28,3/1/18 9:19,4,11.56,1,N,1,38.5,0.00E+00,0.5,9.01,5.76,0.3,54.07,138,161
2,3/1/18 9:50,3/1/18 10:13,3,11.81,1,N,1,34,0.00E+00,0.5,6.96,0.00E+00,0.3,41.76,132,101
1,3/1/18 9:19,3/1/18 9:45,1,6,1,N,1,22,0.00E+00,0.5,4,0.00E+00,0.3,26.8,239,13
2,3/1/18 10:45,3/1/18 11:27,5,8.88,1,N,1,35,0.00E+00,0.5,8.95,0.00E+00,0.3,44.75,138,233
2,3/1/18 10:43,3/1/18 11:09,5,5.56,1,N,1,22,0.00E+00,0.5,4.56,0.00E+00,0.3,27.36,229,12
2,9/28/18 22:39,9/28/18 23:07,4,6.2,1,N,1,23.5,0.5,0.5,4.96,0.00E+00,0.3,29.76,209,36
2,9/28/18 22:34,9/28/18 23:00,1,9.89,1,N,1,30.5,0.5,0.5,7.51,5.76,0.3,45.07,138,239
1,9/28/18 23:01,9/28/18 23:39,1,5.7,1,N,1,25,0.5,0.5,6.55,0.00E+00,0.3,32.85,230,66
2,9/28/18 23:34,9/28/18 23:50,4,8.57,1,N,1,24.5,0.5,0.5,6.31,5.76,0.3,37.87,138,42
1,9/28/18 23:37,9/29/18 0:00,1,6.8,1,N,1,23,0.5,0.5,4.85,0.00E+00,0.3,29.15,161,66
2,9/28/18 23:24,9/29/18 0:05,1,9.42,1,N,1,34,0.5,0.5,7.06,0.00E+00,0.3,42.36,114,116
2,9/29/18 0:44,9/29/18 1:07,2,11.93,1,N,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,233,89
1,9/29/18 2:03,9/29/18 2:29,2,7.1,1,N,1,24.5,0.5,0.5,7.7,0.00E+00,0.3,33.5,234,189
1,9/29/18 2:23,9/29/18 2:55,1,13.7,1,N,1,41,0.5,0.5,8.45,0.00E+00,0.3,50.75,256,127
2,9/29/18 3:20,9/29/18 3:45,1,7.39,1,N,1,25,0.5,0.5,5.26,0.00E+00,0.3,31.56,79,24
2,9/29/18 3:12,9/30/18 2:58,2,4.54,5,N,1,50,0.00E+00,0.5,18.39,10.5,0.3,79.69,148,265
1,9/29/18 4:31,9/29/18 5:03,1,10,1,N,1,32.5,0.5,0.5,8.85,10.5,0.3,53.15,238,265
1,9/29/18 5:39,9/29/18 5:57,1,10.5,1,N,1,29.5,0.5,0.5,6,0.00E+00,0.3,36.8,211,138
2,9/29/18 6:46,9/29/18 7:11,1,17.26,3,N,1,64,0.00E+00,0.00E+00,15.94,15.4,0.3,95.64,48,1
2,9/29/18 9:53,9/29/18 10:34,1,12.8,1,N,1,42,0.00E+00,0.5,9.71,5.76,0.3,58.27,138,186
2,9/29/18 10:16,9/29/18 10:45,1,6.12,1,N,1,25.5,0.00E+00,0.5,6.58,0.00E+00,0.3,32.88,100,256
1,9/29/18 10:37,9/29/18 11:01,2,7.1,1,N,1,24,0.00E+00,0.5,6.2,0.00E+00,0.3,31,170,52
2,9/29/18 10:57,9/29/18 11:24,1,7.33,1,N,1,26.5,0.00E+00,0.5,5.46,0.00E+00,0.3,32.76,229,231
2,9/29/18 11:00,9/29/18 11:36,1,12.59,1,N,1,38.5,0.00E+00,0.5,7.86,0.00E+00,0.3,47.16,138,87
1,9/29/18 11:43,9/29/18 12:18,1,4.6,1,N,1,24,0.00E+00,0.5,4.96,0.00E+00,0.3,29.76,211,142
2,9/29/18 13:21,9/29/18 14:07,1,7.19,1,N,1,32,0.00E+00,0.5,6.56,0.00E+00,0.3,39.36,230,49
2,9/29/18 14:14,9/29/18 14:38,1,7.75,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,30.36,13,237
2,5/9/18 12:43,5/9/18 13:14,1,8.67,1,N,1,30.5,0.00E+00,0.5,9.26,5.76,0.3,46.32,138,100
1,5/9/18 12:07,5/9/18 12:35,1,7.5,1,N,1,26,0.00E+00,0.5,4.02,0.00E+00,0.3,30.82,170,69
2,5/9/18 12:29,5/10/18 0:00,1,23.77,1,N,1,65.5,0.00E+00,0.5,9.94,0.00E+00,0.3,76.24,132,228
1,5/9/18 12:22,5/9/18 12:46,1,6.9,1,N,1,24,0.00E+00,0.5,4.95,0.00E+00,0.3,29.75,140,244
1,5/9/18 13:14,5/9/18 13:51,1,5.3,1,N,1,25,0.00E+00,0.5,5.15,0.00E+00,0.3,30.95,234,80
2,5/9/18 14:04,5/9/18 14:37,1,4.75,1,N,1,22.5,0.00E+00,0.5,4.66,0.00E+00,0.3,27.96,164,13
1,5/9/18 14:01,5/9/18 14:31,1,9.2,1,N,1,30,0.00E+00,0.5,7.3,5.76,0.3,43.86,138,237
2,5/9/18 15:01,5/9/18 15:58,1,8.08,1,N,1,39,0.00E+00,0.5,7.96,0.00E+00,0.3,47.76,13,237
2,5/9/18 15:33,5/9/18 16:05,1,9.13,1,N,1,29,0.00E+00,0.5,7.11,5.76,0.3,42.67,161,138
2,5/9/18 15:11,5/9/18 15:46,1,5.05,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,30.36,261,161
1,5/9/18 16:45,5/9/18 17:09,1,6.7,1,N,1,23.5,1,0.5,2.22,0.00E+00,0.3,27.52,132,203
2,5/9/18 16:29,5/9/18 17:20,1,9.07,1,N,1,36,1,0.5,10.89,5.76,0.3,54.45,138,161
1,5/9/18 16:06,5/9/18 16:44,1,4.3,1,N,1,24,1,0.5,4.2,0.00E+00,0.3,30,114,142
2,5/9/18 15:59,5/9/18 17:24,1,17.68,3,N,1,85.5,1,0.00E+00,31.29,17.5,0.3,135.59,170,1
2,5/9/18 15:59,5/9/18 16:35,2,10.28,1,N,1,31.5,1,0.5,9.76,5.76,0.3,48.82,138,229
1,5/9/18 16:13,5/9/18 17:04,1,10.1,1,N,1,37.5,1,0.5,9,5.76,0.3,54.06,138,161
1,5/9/18 16:06,5/9/18 16:53,1,8.8,1,N,1,34,1,0.5,10,5.76,0.3,51.56,138,170
2,5/9/18 16:03,5/9/18 16:55,6,4.95,1,N,1,32,1,0.5,6,0.00E+00,0.3,39.8,100,13
1,5/9/18 17:29,5/9/18 18:20,2,2.9,1,N,1,30,1,0.5,6.35,0.00E+00,0.3,38.15,239,68
2,5/9/18 17:29,5/9/18 18:14,1,9.8,1,N,1,34.5,1,0.5,8.41,5.76,0.3,50.47,138,238
2,5/9/18 17:58,5/9/18 18:29,1,5.04,1,N,1,22.5,1,0.5,4.86,0.00E+00,0.3,29.16,166,229
2,5/9/18 17:00,5/9/18 17:52,1,11.81,1,N,1,41,1,0.5,9.71,5.76,0.3,58.27,138,48
2,5/9/18 18:21,5/9/18 18:58,1,3.74,1,N,1,22.5,1,0.5,4.86,0.00E+00,0.3,29.16,237,246
1,5/9/18 18:05,5/9/18 18:52,1,9.8,1,N,1,35,1,0.5,8.5,5.76,0.3,51.06,138,238
2,5/9/18 19:42,5/9/18 20:21,1,7.11,1,N,1,29,1,0.5,7.7,0.00E+00,0.3,38.5,164,188
1,5/9/18 18:44,5/9/18 19:28,1,9.5,1,N,1,35,1,0.5,9.2,0.00E+00,0.3,46,138,142
2,5/9/18 18:31,5/9/18 19:08,1,5.41,1,N,1,26.5,1,0.5,2.22,0.00E+00,0.3,30.52,231,164
2,5/9/18 19:00,5/9/18 19:43,3,8.32,1,N,1,31.5,1,0.5,6.66,0.00E+00,0.3,39.96,43,52
1,5/9/18 19:20,5/9/18 19:51,1,4.8,1,N,1,22.5,1,0.5,4.85,0.00E+00,0.3,29.15,50,112
2,5/9/18 20:47,5/9/18 21:08,5,10.92,1,N,1,31.5,0.5,0.5,6.56,0.00E+00,0.3,39.36,138,97
2,5/9/18 20:43,5/9/18 21:22,1,7.77,1,N,1,30,0.5,0.5,6.26,0.00E+00,0.3,37.56,249,7
2,5/9/18 20:11,5/9/18 20:43,1,7.59,1,N,1,26,0.5,0.5,5.46,0.00E+00,0.3,32.76,68,52
1,5/9/18 20:56,5/9/18 21:25,1,5.4,1,N,1,21.5,0.5,0.5,4.55,0.00E+00,0.3,27.35,87,188
1,5/9/18 20:45,5/9/18 21:08,1,11.5,1,N,1,32,0.5,0.5,8.3,0.00E+00,0.3,41.6,132,171
2,5/9/18 21:15,5/9/18 21:51,2,16.31,1,N,1,48,0.5,0.5,11.01,5.76,0.3,66.07,138,13
2,4/10/18 15:41,4/10/18 15:43,1,0.2,1,N,1,3,0.00E+00,0.5,0.76,0.00E+00,0.3,4.56,142,43
2,4/10/18 15:35,4/10/18 16:24,1,12.79,1,N,1,40,0.00E+00,0.5,8.16,0.00E+00,0.3,48.96,87,138
2,4/10/18 15:04,4/10/18 15:46,5,10.62,1,N,1,37.5,0.00E+00,0.5,11.02,5.76,0.3,55.08,138,163
2,4/10/18 15:52,4/10/18 16:19,1,10.35,1,N,1,30.5,0.00E+00,0.5,7.41,5.76,0.3,44.47,138,162
2,4/10/18 15:22,4/10/18 16:14,1,17.99,1,N,1,53.5,0.00E+00,0.5,10.86,0.00E+00,0.3,65.16,132,97
1,4/10/18 16:52,4/10/18 17:31,1,5.1,1,N,1,25.5,1,0.5,5.45,0.00E+00,0.3,32.75,230,209
2,4/10/18 17:44,4/10/18 18:15,1,9.62,1,N,1,31.5,1,0.5,7.81,5.76,0.3,46.87,138,186
2,4/10/18 18:21,4/10/18 18:45,1,9.14,1,N,1,27.5,1,0.5,8.76,5.76,0.3,43.82,138,107
2,4/10/18 18:45,4/10/18 19:16,1,10.68,1,N,1,34,1,0.5,7,5.76,0.3,48.56,138,237
2,4/10/18 18:19,4/10/18 18:54,1,10.78,1,N,1,35.5,1,0.5,8.61,5.76,0.3,51.67,138,43
2,4/10/18 19:31,4/10/18 19:59,1,11.15,1,N,1,33.5,1,0.5,10.26,5.76,0.3,51.32,138,100
2,4/10/18 19:13,4/10/18 19:14,1,0.00E+00,5,N,1,50,0.00E+00,0.00E+00,11,0.00E+00,0.3,61.3,265,265
1,4/10/18 20:15,4/10/18 20:37,1,8.6,1,N,1,27,0.5,0.5,5.65,0.00E+00,0.3,33.95,138,229
2,4/10/18 20:28,4/10/18 20:55,1,6.49,1,N,1,24.5,0.5,0.5,5.16,0.00E+00,0.3,30.96,107,24
2,4/10/18 21:42,4/10/18 22:11,1,7.44,1,N,1,26,0.5,0.5,2.73,0.00E+00,0.3,30.03,163,33
2,4/10/18 21:58,4/10/18 22:17,2,8.87,1,N,1,26.5,0.5,0.5,5.56,0.00E+00,0.3,33.36,138,97
1,4/10/18 22:55,4/10/18 23:17,1,14.8,1,N,1,40,0.5,0.5,4,0.00E+00,0.3,45.3,132,16
2,4/10/18 22:23,4/10/18 22:55,1,8.34,1,N,1,29.5,0.5,0.5,4,0.00E+00,0.3,34.8,162,189
2,4/10/18 22:13,4/10/18 22:37,1,8.01,1,N,1,25.5,0.5,0.5,5.36,0.00E+00,0.3,32.16,79,238
2,11/22/18 23:07,11/22/18 23:33,4,7,1,N,1,23.5,0.5,0.5,6.2,0.00E+00,0.3,31,158,36
2,11/23/18 1:07,11/23/18 1:31,1,8.2,1,N,1,26.5,0.5,0.5,5.56,0.00E+00,0.3,33.36,152,114
2,11/23/18 1:57,11/23/18 1:57,2,0.00E+00,5,N,1,28,0.00E+00,0.5,8.64,0.00E+00,0.3,37.44,42,42
1,11/23/18 3:29,11/23/18 3:55,1,8.9,1,N,1,28,0.5,0.5,5.85,0.00E+00,0.3,35.15,79,116
1,11/23/18 7:58,11/23/18 8:29,1,11.1,1,N,1,36.5,0.00E+00,0.5,5.6,0.00E+00,0.3,42.9,182,141
2,11/23/18 9:43,11/23/18 9:44,1,0.00E+00,1,N,1,2.5,0.00E+00,0.5,0.66,0.00E+00,0.3,3.96,193,193
2,11/23/18 9:45,11/23/18 10:08,1,10.61,1,N,1,31.5,0.00E+00,0.5,7.61,5.76,0.3,45.67,161,138
2,11/23/18 10:38,11/23/18 11:05,1,17.03,3,N,1,64,0.00E+00,0.00E+00,15.94,15.4,0.3,95.64,230,1
2,11/23/18 11:51,11/23/18 12:27,2,15.15,1,N,1,42.5,0.00E+00,0.5,8.66,0.00E+00,0.3,51.96,138,40
1,11/23/18 11:58,11/23/18 12:33,1,7.7,1,N,1,29.5,0.00E+00,0.5,4.5,0.00E+00,0.3,34.8,138,230
1,11/23/18 12:01,11/23/18 12:21,1,8.1,1,N,1,25,0.00E+00,0.5,5.15,0.00E+00,0.3,30.95,33,43
1,11/23/18 13:20,11/23/18 13:44,1,5.9,1,N,1,21.5,0.00E+00,0.5,5.55,0.00E+00,0.3,27.85,142,12
1,11/23/18 14:58,11/23/18 15:25,1,6.7,1,N,1,23.5,0.00E+00,0.5,4.85,0.00E+00,0.3,29.15,138,255
2,11/23/18 15:07,11/23/18 15:36,1,6.82,1,N,1,25,0.00E+00,0.5,5.16,0.00E+00,0.3,30.96,138,80
4,11/23/18 16:45,11/23/18 17:07,1,11.6,1,N,1,32,1,0.5,6.76,0.00E+00,0.3,40.56,138,195
2,11/23/18 16:55,11/23/18 17:20,1,5.67,1,N,1,21.5,1,0.5,6.99,0.00E+00,0.3,30.29,261,261
2,11/23/18 18:28,11/23/18 18:47,2,8.95,1,N,1,26,1,0.5,6.71,5.76,0.3,40.27,138,237
2,3/29/18 18:40,3/29/18 19:15,5,11.18,1,N,1,35,1,0.5,8.51,5.76,0.3,51.07,90,22
2,3/29/18 18:43,3/29/18 19:13,6,6.15,1,N,1,24,1,0.5,7.74,0.00E+00,0.3,33.54,239,148
2,3/29/18 18:26,3/29/18 19:23,1,11.05,1,N,1,39.5,1,0.5,11.76,5.76,0.3,58.82,79,138
2,3/29/18 18:41,3/29/18 19:25,1,13.19,1,N,1,41,1,0.5,9.71,5.76,0.3,58.27,138,220
2,3/29/18 19:24,3/29/18 19:51,3,10.45,1,N,1,31,1,0.5,7.09,2.64,0.3,42.53,239,200
1,3/29/18 20:04,3/29/18 20:29,1,9.2,1,N,1,28,0.5,0.5,6,5.76,0.3,41.06,138,239
1,3/29/18 20:21,3/29/18 20:45,1,10.1,1,N,1,30.5,0.5,0.5,7.5,5.76,0.3,45.06,138,141
2,3/29/18 20:28,3/29/18 20:54,1,10.41,1,N,1,31.5,0.5,0.5,7.71,5.76,0.3,46.27,138,163
1,3/29/18 20:52,3/29/18 21:09,1,8.4,1,N,1,23.5,0.5,0.5,3.55,5.76,0.3,34.11,263,138
1,3/29/18 21:25,3/29/18 21:50,1,10.5,1,N,1,31,0.5,0.5,11.4,5.76,0.3,49.46,138,239
1,3/29/18 21:54,3/29/18 22:30,1,4.3,1,N,1,23,0.5,0.5,4.85,0.00E+00,0.3,29.15,231,181
2,3/29/18 21:50,3/29/18 22:29,1,11.8,1,N,1,38.5,0.5,0.5,7.96,0.00E+00,0.3,47.76,170,89
2,3/29/18 22:41,3/29/18 23:25,1,11.32,1,N,1,40.5,0.5,0.5,8.36,0.00E+00,0.3,50.16,138,40
2,3/29/18 22:48,3/29/18 23:10,1,9.05,1,N,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,138,238
2,3/29/18 21:54,3/29/18 22:41,1,12.24,1,N,1,40,0.5,0.5,8.26,0.00E+00,0.3,49.56,164,178
2,3/29/18 22:16,3/29/18 22:46,1,6.3,1,N,1,24.5,0.5,0.5,4,0.00E+00,0.3,29.8,164,112
1,3/29/18 22:47,3/29/18 23:17,1,9.7,1,N,1,31,0.5,0.5,7.6,5.76,0.3,45.66,138,246
2,3/29/18 22:43,3/29/18 23:12,1,5.73,1,N,1,22,0.5,0.5,4.66,0.00E+00,0.3,27.96,246,236
2,3/29/18 23:57,3/30/18 0:26,1,6.59,1,N,1,23.5,0.5,0.5,6.2,0.00E+00,0.3,31,68,7
2,3/30/18 0:05,3/30/18 0:06,1,0.36,1,N,1,3,0.5,0.5,1.29,0.00E+00,0.3,5.59,142,142
1,3/30/18 0:42,3/30/18 1:00,1,9.6,1,N,1,28.5,0.5,0.5,5.95,0.00E+00,0.3,35.75,138,33
2,3/30/18 1:07,3/30/18 1:34,1,7.76,1,N,1,25,0.5,0.5,5.26,0.00E+00,0.3,31.56,234,223
2,3/29/18 22:48,3/30/18 22:10,5,6.67,1,N,1,23,0.5,0.5,4.8,0.00E+00,0.3,29.1,148,239
2,7/12/18 19:01,7/12/18 19:35,2,9.82,1,N,1,32,1,0.5,7.91,5.76,0.3,47.47,138,249
2,7/12/18 19:40,7/12/18 20:16,5,10.94,1,N,1,35.5,1,0.5,7.46,0.00E+00,0.3,44.76,138,114
2,7/12/18 19:47,7/12/18 20:16,1,4.29,1,N,1,21.5,1,0.5,4.66,0.00E+00,0.3,27.96,170,13
2,7/12/18 20:20,7/12/18 20:46,1,6.28,1,N,1,21.5,0.5,0.5,4.56,0.00E+00,0.3,27.36,264,264
1,7/12/18 20:54,7/12/18 21:29,1,11.5,1,N,1,36.5,0.5,0.5,8.7,5.76,0.3,52.26,138,230
2,7/12/18 20:30,7/12/18 21:13,4,13.85,1,N,1,43,0.5,0.5,7.51,5.76,0.3,57.57,100,123
2,7/12/18 20:16,7/12/18 21:03,5,15.75,4,N,1,53,0.5,0.5,13.58,0.00E+00,0.3,67.88,162,265
2,7/12/18 20:37,7/12/18 21:06,1,5.92,1,N,1,23.5,0.5,0.5,4.96,0.00E+00,0.3,29.76,230,231
2,7/12/18 20:42,7/12/18 21:22,1,6.24,1,N,1,27,0.5,0.5,5.66,0.00E+00,0.3,33.96,246,141
1,7/12/18 21:36,7/12/18 22:18,2,9.7,1,N,1,34.5,0.5,0.5,7.16,0.00E+00,0.3,42.96,79,42
1,7/12/18 21:33,7/12/18 22:05,1,6.3,1,N,1,25,0.5,0.5,6.4,5.76,0.3,38.46,170,37
1,7/12/18 21:42,7/12/18 22:07,2,6.1,1,N,1,23,0.5,0.5,4.85,0.00E+00,0.3,29.15,255,13
2,7/12/18 21:57,7/12/18 22:25,1,4.89,1,N,1,22,0.5,0.5,4.66,0.00E+00,0.3,27.96,88,181
1,7/12/18 22:23,7/12/18 23:00,1,6,1,N,1,26,0.5,0.5,5.45,0.00E+00,0.3,32.75,68,97
2,7/12/18 22:56,7/12/18 23:32,1,7.92,1,N,1,28.5,0.5,0.5,7.45,0.00E+00,0.3,37.25,170,181
2,7/12/18 22:03,7/12/18 22:32,1,6.24,1,N,1,23.5,0.5,0.5,4.96,0.00E+00,0.3,29.76,112,239
2,7/12/18 22:13,7/12/18 22:45,1,4.05,1,N,1,22.5,0.5,0.5,4,5.76,0.3,33.56,234,112
1,7/12/18 23:40,7/13/18 0:09,1,11.4,1,N,1,34.5,0.5,0.5,10.7,0.00E+00,0.3,46.5,132,17
2,7/12/18 23:04,7/12/18 23:21,1,11.59,1,N,1,31.5,0.5,0.5,10,5.76,0.3,48.56,138,3
2,7/12/18 23:18,7/12/18 23:51,1,7.33,1,N,1,27,0.5,0.5,5.66,0.00E+00,0.3,33.96,107,129
2,7/12/18 23:47,7/13/18 0:18,1,12.19,1,N,1,38,0.5,0.5,10.48,2.64,0.3,52.42,164,220
1,7/13/18 0:56,7/13/18 1:26,1,8.8,1,N,1,30,0.5,0.5,6.25,0.00E+00,0.3,37.55,233,190
1,7/13/18 1:54,7/13/18 2:28,1,6.3,5,N,1,47,0.00E+00,0.00E+00,12,12.7,0.3,72,88,265
2,7/13/18 2:03,7/13/18 2:23,1,9.94,1,N,1,28.5,0.5,0.5,10,0.00E+00,0.3,39.8,140,195
1,7/13/18 7:38,7/13/18 8:00,1,7.2,1,N,1,24,0.00E+00,0.5,4.95,0.00E+00,0.3,29.75,13,162
2,7/13/18 7:18,7/13/18 7:44,6,5.78,1,N,1,22,0.00E+00,0.5,4.56,0.00E+00,0.3,27.36,48,226
2,7/13/18 7:11,7/13/18 7:46,1,20.21,3,N,1,71.5,0.00E+00,0.00E+00,17.86,17.5,0.3,107.16,161,1
2,7/13/18 8:50,7/13/18 9:11,1,7.23,1,N,1,23.5,0.00E+00,0.5,4.86,0.00E+00,0.3,29.16,233,181
2,7/13/18 9:45,7/13/18 10:15,2,7.62,1,N,1,26,0.00E+00,0.5,6,0.00E+00,0.3,32.8,263,87
2,5/30/18 20:48,5/30/18 21:27,1,5.14,1,N,1,26,0.5,0.5,5.46,0.00E+00,0.3,32.76,142,148
2,5/30/18 21:18,5/30/18 21:53,1,13.16,1,N,1,40,0.5,0.5,11.76,5.76,0.3,58.82,138,90
1,5/30/18 22:05,5/30/18 22:49,1,18.3,1,N,1,54.5,0.5,0.5,11.15,0.00E+00,0.3,66.95,132,255
1,5/30/18 22:28,5/30/18 23:01,1,6.3,1,N,1,24,0.5,0.5,4.5,0.00E+00,0.3,29.8,186,52
2,5/30/18 22:18,5/30/18 22:37,5,8.28,1,N,1,25.5,0.5,0.5,5.36,0.00E+00,0.3,32.16,142,243
1,5/30/18 23:45,5/31/18 0:16,1,6.5,1,N,1,25,0.5,0.5,5.25,0.00E+00,0.3,31.55,68,260
1,5/30/18 23:02,5/30/18 23:26,1,10.6,1,N,1,31.5,0.5,0.5,6.55,0.00E+00,0.3,39.35,138,113
1,5/30/18 23:26,5/30/18 23:48,1,13.9,1,N,1,38.5,0.5,0.5,7.95,0.00E+00,0.3,47.75,132,226
2,5/31/18 0:20,5/31/18 0:48,1,14.02,1,N,1,40,0.5,0.5,9.41,5.76,0.3,56.47,138,261
1,5/31/18 0:47,5/31/18 1:15,1,13.1,1,N,1,38,0.5,0.5,7.85,0.00E+00,0.3,47.15,132,89
1,5/31/18 0:14,5/31/18 0:34,1,9.5,1,N,1,27,0.5,0.5,6.8,5.76,0.3,40.86,138,107
2,5/31/18 0:21,5/31/18 0:48,6,6.04,1,N,1,23,0.5,0.5,4.86,0.00E+00,0.3,29.16,234,225
2,5/31/18 0:50,5/31/18 1:23,5,9.53,1,N,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,48,173
2,5/31/18 3:57,5/31/18 4:48,2,21.56,1,N,1,62.5,0.5,0.5,3.19,0.00E+00,0.3,68.94,89,208
2,5/31/18 5:26,5/31/18 5:52,1,7.75,1,N,1,27,0.5,0.5,5.66,0.00E+00,0.3,33.96,163,138
2,5/31/18 7:00,5/31/18 7:33,3,12.33,1,N,1,35.5,0.00E+00,0.5,8.41,5.76,0.3,50.47,138,162
1,5/31/18 7:58,5/31/18 8:38,1,8,1,N,1,30,0.00E+00,0.5,9.1,5.76,0.3,45.66,138,234
2,5/31/18 8:33,5/31/18 9:07,5,5.72,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,32.31,143,107
1,5/31/18 8:16,5/31/18 8:59,1,8.2,1,N,1,32,0.00E+00,0.5,7.7,5.76,0.3,46.26,138,164
2,5/31/18 9:24,5/31/18 10:11,2,14.88,1,N,1,43,0.00E+00,0.5,9.91,5.76,0.3,59.47,138,88
2,5/31/18 9:47,5/31/18 10:28,1,10.34,1,N,1,34,0.00E+00,0.5,8.11,5.76,0.3,48.67,138,162
1,5/31/18 9:16,5/31/18 9:46,1,11.1,1,N,1,34,0.00E+00,0.5,8.1,5.76,0.3,48.66,142,138
1,5/31/18 10:29,5/31/18 10:55,1,5.2,1,N,1,21.5,0.00E+00,0.5,4.45,0.00E+00,0.3,26.75,246,87
1,3/12/18 20:33,3/12/18 20:49,1,8.2,1,N,1,24,0.5,0.5,6,5.76,0.3,37.06,138,170
