vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id
1,11/12/18 9:39,11/12/18 10:28,1,12.4,1,N,1,44,0.00E+00,0.5,12,5.76,0.3,62.56,138,161
2,11/12/18 10:35,11/12/18 10:59,5,7.18,1,N,1,24.5,0.00E+00,0.5,6.32,0.00E+00,0.3,31.62,234,166
1,11/12/18 11:09,11/12/18 11:42,1,12.3,1,N,1,36.5,0.00E+00,0.5,8.6,5.76,0.3,51.66,138,68
2,11/12/18 11:17,11/12/18 11:48,1,9.8,1,N,1,33,0.00E+00,0.5,7.91,5.76,0.3,47.47,100,138
2,11/12/18 12:37,11/12/18 13:07,1,10.4,1,N,1,32,0.00E+00,0.5,8.08,5.76,0.3,46.64,239,138
1,11/12/18 12:02,11/12/18 12:43,2,3.2,1,N,1,24.5,0.00E+00,0.5,5.05,0.00E+00,0.3,30.35,234,237
2,11/12/18 12:29,11/12/18 12:53,1,6.54,1,N,1,24,0.00E+00,0.5,4,0.00E+00,0.3,28.8,264,264
2,11/12/18 13:50,11/12/18 14:13,1,15.22,1,N,1,41.5,0.00E+00,0.5,12.02,5.76,0.3,60.08,239,138
2,11/12/18 13:34,11/12/18 14:09,1,14.77,3,N,1,61,0.00E+00,0.00E+00,10,17.1,0.3,88.4,164,1
2,11/12/18 14:03,11/12/18 14:41,1,9.94,1,N,1,35.5,0.00E+00,0.5,8.41,5.76,0.3,50.47,138,43
2,11/12/18 14:06,11/12/18 14:32,1,8.82,1,N,1,29,0.00E+00,0.5,7.11,5.76,0.3,42.67,138,161
2,11/12/18 14:47,11/12/18 15:23,1,4,1,N,1,23.5,0.00E+00,0.5,7.29,0.00E+00,0.3,31.59,239,170
2,11/12/18 15:00,11/12/18 15:34,1,13.6,1,N,1,40.5,0.00E+00,0.5,9.41,5.76,0.3,56.47,13,138
2,11/12/18 15:04,11/12/18 15:33,1,9.7,1,N,1,31.5,0.00E+00,0.5,6.46,0.00E+00,0.3,38.76,229,138
2,11/12/18 16:26,11/12/18 16:55,1,9.69,1,N,1,30,0.00E+00,0.5,9.14,5.76,0.3,45.7,138,162
2,11/12/18 16:24,11/12/18 17:27,2,11.38,1,N,1,48.5,0.00E+00,0.5,11.01,5.76,0.3,66.07,230,138
2,11/12/18 17:41,11/12/18 18:22,1,12.17,1,N,1,39,0.00E+00,0.5,11.94,0.00E+00,0.3,51.74,132,17
2,11/12/18 17:26,11/12/18 18:10,2,8.74,1,N,1,34.5,0.00E+00,0.5,8.21,5.76,0.3,49.27,264,264
1,11/12/18 17:13,11/12/18 17:56,1,8,1,N,1,34.5,1,0.5,8.4,5.76,0.3,50.46,138,233
1,11/12/18 19:53,11/12/18 20:34,1,13.6,1,N,1,42.5,1,0.5,11.05,0.00E+00,0.3,55.35,132,181
1,9/7/18 23:21,9/7/18 23:51,1,4.7,1,N,1,22.5,0.5,0.5,4.75,0.00E+00,0.3,28.55,164,145
2,9/8/18 0:24,9/8/18 0:49,2,9.14,1,N,1,28.5,0.5,0.5,5.96,0.00E+00,0.3,35.76,97,262
1,9/8/18 2:04,9/8/18 2:41,1,10,1,N,1,33.5,0.5,0.5,6.96,0.00E+00,0.3,41.76,163,61
2,9/8/18 6:02,9/8/18 6:28,1,15.4,1,N,1,43,0.00E+00,0.5,6,0.00E+00,0.3,49.8,132,146
1,9/8/18 9:42,9/8/18 10:51,1,21.8,1,N,1,68,0.00E+00,0.5,10.32,0.00E+00,0.3,79.12,39,42
2,9/8/18 10:14,9/8/18 10:40,2,8.56,1,N,1,29,0.00E+00,0.5,5.96,0.00E+00,0.3,35.76,263,66
2,9/8/18 11:13,9/8/18 11:28,1,8.08,1,N,1,22.5,0.00E+00,0.5,10,5.76,0.3,39.06,138,233
2,9/8/18 11:54,9/8/18 12:21,1,6.69,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,30.36,161,255
2,9/8/18 11:18,9/8/18 11:59,1,4.43,1,N,1,28,0.00E+00,0.5,5.76,0.00E+00,0.3,34.56,186,238
2,9/8/18 12:53,9/8/18 13:32,1,9.94,1,N,1,37.5,0.00E+00,0.5,8.81,5.76,0.3,52.87,230,138
2,9/8/18 12:44,9/8/18 13:25,2,4.06,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,30.36,100,148
2,9/8/18 13:18,9/8/18 13:42,1,8.41,1,N,1,27,0.00E+00,0.5,6.71,5.76,0.3,40.27,138,107
2,9/8/18 13:47,9/8/18 14:16,1,9.7,1,N,1,31,0.00E+00,0.5,3.75,5.76,0.3,41.31,90,138
2,9/8/18 13:21,9/8/18 13:59,2,3.3,1,N,1,23,0.00E+00,0.5,4.76,0.00E+00,0.3,28.56,246,237
2,9/8/18 14:28,9/8/18 15:20,1,14.61,3,N,1,68.5,0.00E+00,0.00E+00,16.26,12.5,0.3,97.56,232,1
2,9/8/18 14:21,9/8/18 14:47,1,9.85,1,N,1,29,0.00E+00,0.5,5.2,0.00E+00,0.3,35,138,65
1,9/8/18 14:49,9/8/18 15:42,1,5,1,N,1,32,0.00E+00,0.5,6.55,0.00E+00,0.3,39.35,162,114
2,9/8/18 14:31,9/8/18 14:59,5,9.81,1,N,1,30.5,0.00E+00,0.5,7.41,5.76,0.3,44.47,138,142
2,6/11/18 2:06,6/11/18 2:31,2,7.19,1,N,1,24,0.5,0.5,5.06,0.00E+00,0.3,30.36,164,7
2,6/11/18 5:20,6/11/18 5:21,1,0.39,1,N,1,3,0.5,0.5,0.86,0.00E+00,0.3,5.16,158,158
2,6/11/18 6:54,6/11/18 7:16,1,5.37,1,N,1,21.5,0.00E+00,0.5,4.46,0.00E+00,0.3,26.76,141,152
1,6/11/18 6:44,6/11/18 7:03,1,8.2,1,N,1,24.5,0.00E+00,0.5,4,5.76,0.3,35.06,170,138
2,6/11/18 8:03,6/11/18 8:35,1,5.32,1,N,1,23,0.00E+00,0.5,3.5,0.00E+00,0.3,27.3,24,233
1,6/11/18 8:54,6/11/18 8:55,1,0.2,1,N,1,3,0.00E+00,0.5,0.75,0.00E+00,0.3,4.55,164,161
2,6/11/18 9:44,6/11/18 10:21,1,2.63,1,N,1,22.5,0.00E+00,0.5,5.82,0.00E+00,0.3,29.12,163,68
1,6/11/18 9:17,6/11/18 10:12,1,12.4,1,N,1,46,0.00E+00,0.5,10,5.76,0.3,62.56,138,230
2,6/11/18 9:11,6/11/18 10:05,2,11.99,1,N,1,44,0.00E+00,0.5,12.64,5.76,0.3,63.2,138,161
2,6/11/18 9:42,6/11/18 10:18,1,6.01,1,N,1,27,0.00E+00,0.5,5.56,0.00E+00,0.3,33.36,97,246
2,6/11/18 10:44,6/11/18 11:20,3,12.9,1,N,1,39.5,0.00E+00,0.5,11.52,5.76,0.3,57.58,163,138
1,6/11/18 10:32,6/11/18 10:56,1,8.4,1,N,1,27,0.00E+00,0.5,6.7,5.76,0.3,40.26,138,233
2,6/11/18 10:57,6/11/18 11:33,1,11.18,1,N,1,36,0.00E+00,0.5,10.64,5.76,0.3,53.2,164,138
1,6/11/18 11:07,6/11/18 11:08,1,0.2,1,N,1,3,0.00E+00,0.5,0.95,0.00E+00,0.3,4.75,237,237
2,6/11/18 11:08,6/11/18 11:46,2,11.85,1,N,1,38.5,0.00E+00,0.5,11.26,5.76,0.3,56.32,138,162
2,6/11/18 11:12,6/11/18 11:49,1,3.58,1,N,1,23,0.00E+00,0.5,4.76,0.00E+00,0.3,28.56,263,186
2,6/11/18 12:37,6/11/18 12:38,1,0.27,1,N,1,3,0.00E+00,0.5,0.76,0.00E+00,0.3,4.56,263,263
2,6/11/18 13:05,6/11/18 13:30,1,10.4,1,N,1,31,0.00E+00,0.5,7.51,5.76,0.3,45.07,162,138
2,6/11/18 13:00,6/11/18 13:26,1,7,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,30.36,163,33
2,6/11/18 14:48,6/11/18 15:15,1,8.93,1,N,1,29,0.00E+00,0.5,7.11,5.76,0.3,42.67,138,170
1,6/11/18 14:22,6/11/18 14:49,1,10.4,1,N,1,30.5,0.00E+00,0.5,7.4,5.76,0.3,44.46,161,138
1,6/11/18 14:39,6/11/18 15:16,1,7.8,1,N,1,29.5,0.00E+00,0.5,6.05,0.00E+00,0.3,36.35,163,223
2,6/11/18 15:58,6/11/18 16:28,1,13.39,1,N,1,39.5,0.00E+00,0.5,8.06,0.00E+00,0.3,48.36,132,91
1,6/11/18 15:22,6/11/18 16:05,1,12.1,1,N,1,39,0.00E+00,0.5,6,5.76,0.3,51.56,138,246
2,6/11/18 15:29,6/11/18 16:34,1,7.86,1,N,1,40.5,0.00E+00,0.5,8.26,0.00E+00,0.3,49.56,138,163
2,6/11/18 15:34,6/11/18 16:03,6,8.65,1,N,1,28.5,0.00E+00,0.5,5.86,0.00E+00,0.3,35.16,138,255
2,6/11/18 15:57,6/11/18 16:44,5,17.35,3,N,1,69.5,1,0.00E+00,15,17.5,0.3,103.3,100,1
2,6/11/18 16:03,6/11/18 16:38,1,8.76,1,N,1,29.5,1,0.5,5.56,5.76,0.3,42.62,138,233
1,9/16/18 14:23,9/16/18 14:52,1,6.8,5,N,1,35,0.00E+00,0.00E+00,8.2,5.76,0.3,49.26,223,239
1,9/16/18 14:15,9/16/18 15:01,1,15.2,1,N,1,45,0.00E+00,0.5,11.45,0.00E+00,0.3,57.25,132,112
2,9/16/18 13:56,9/16/18 14:38,6,3.55,1,N,1,25,0.00E+00,0.5,5.16,0.00E+00,0.3,30.96,232,68
2,9/16/18 15:48,9/16/18 16:19,1,4.09,1,N,1,21.5,0.00E+00,0.5,4.46,0.00E+00,0.3,26.76,262,100
2,9/16/18 16:11,9/16/18 16:50,1,9.16,1,N,1,31,0.00E+00,0.5,5.55,5.76,0.3,43.11,186,138
1,9/16/18 15:34,9/16/18 16:08,1,11,1,N,1,34.5,0.00E+00,0.5,8.21,5.76,0.3,49.27,138,142
2,9/16/18 16:56,9/16/18 17:29,1,4.24,1,N,1,23,0.00E+00,0.5,4.76,0.00E+00,0.3,28.56,142,179
2,9/16/18 16:46,9/16/18 17:18,1,9.63,1,N,1,32,0.00E+00,0.5,4,5.76,0.3,42.56,138,238
2,9/16/18 16:18,9/16/18 16:48,1,4.91,1,N,1,22,0.00E+00,0.5,4.56,0.00E+00,0.3,27.36,141,223
1,9/16/18 17:33,9/16/18 18:08,1,8.8,1,N,1,32.5,0.00E+00,0.5,9.75,5.76,0.3,48.81,138,166
2,9/16/18 17:54,9/16/18 18:21,2,7.33,1,N,1,25.5,0.00E+00,0.5,5.26,0.00E+00,0.3,31.56,113,166
2,9/16/18 17:15,9/16/18 17:43,1,5.55,1,N,1,22.5,0.00E+00,0.5,4.66,0.00E+00,0.3,27.96,113,75
2,9/16/18 18:06,9/16/18 18:36,5,5.63,1,N,1,22.5,0.00E+00,0.5,4.66,0.00E+00,0.3,27.96,249,75
2,9/16/18 19:07,9/16/18 19:28,1,7.66,1,N,1,23.5,0.00E+00,0.5,6.01,5.76,0.3,36.07,263,138
2,9/16/18 19:11,9/16/18 19:59,1,5.72,1,N,1,29,0.00E+00,0.5,5.96,0.00E+00,0.3,35.76,186,97
1,9/16/18 20:01,9/16/18 20:19,2,8.6,1,N,1,25,0.5,0.5,6.4,5.76,0.3,38.46,138,107
1,9/16/18 20:10,9/16/18 20:43,0,7.8,1,N,1,29,0.5,0.5,9.05,0.00E+00,0.3,39.35,230,196
1,9/16/18 20:06,9/16/18 20:36,1,10.6,1,N,1,32.5,0.5,0.5,7.9,5.76,0.3,47.46,163,138
1,9/16/18 21:32,9/16/18 21:59,1,7.5,1,N,1,26.5,0.5,0.5,6.7,5.76,0.3,40.26,138,166
1,9/16/18 22:37,9/16/18 23:00,1,6.2,1,N,1,22,0.5,0.5,8,0.00E+00,0.3,31.3,50,97
1,9/16/18 22:42,9/16/18 22:55,1,8,1,N,1,22.5,0.5,0.5,8.85,5.76,0.3,38.41,138,263
2,9/16/18 23:14,9/16/18 23:38,1,12.33,1,N,1,35.5,0.5,0.5,7.36,0.00E+00,0.3,44.16,138,231
2,9/16/18 22:59,9/16/18 23:21,1,10.85,1,N,1,31.5,0.5,0.5,6.56,0.00E+00,0.3,39.36,138,234
2,9/16/18 23:02,9/16/18 23:29,3,13.42,1,N,1,39,0.5,0.5,8.59,2.64,0.3,51.53,114,220
2,9/17/18 1:51,9/17/18 2:16,5,15.95,1,N,1,44,0.5,0.5,9.06,0.00E+00,0.3,54.36,132,145
1,9/17/18 6:43,9/17/18 7:13,1,8.9,1,N,1,30,0.00E+00,0.5,6.15,0.00E+00,0.3,36.95,132,131
1,9/17/18 6:32,9/17/18 7:05,1,18.1,3,N,1,67.5,0.00E+00,0.00E+00,10,18,0.3,95.8,239,1
1,9/17/18 6:38,9/17/18 7:57,1,12.2,1,N,1,53.5,0.00E+00,0.5,10.85,0.00E+00,0.3,65.15,132,256
2,9/17/18 7:28,9/17/18 8:01,1,7.74,1,N,1,27,0.00E+00,0.5,5.56,0.00E+00,0.3,33.36,33,161
2,9/17/18 8:00,9/17/18 8:24,1,6.59,1,N,1,23,0.00E+00,0.5,4.76,0.00E+00,0.3,28.56,238,231
2,9/17/18 7:51,9/17/18 8:33,1,7.17,1,N,1,30.5,0.00E+00,0.5,7.41,5.76,0.3,44.47,170,37
1,9/17/18 7:41,9/17/18 8:09,1,7.9,1,N,1,26,0.00E+00,0.5,5.35,0.00E+00,0.3,32.15,138,255
1,9/17/18 7:34,9/17/18 7:53,1,6.4,1,N,1,22.5,0.00E+00,0.5,2.5,0.00E+00,0.3,25.8,237,87
1,10/22/18 17:23,10/22/18 18:00,2,10.8,1,N,1,33.5,1,0.5,8.2,5.76,0.3,49.26,138,230
2,10/22/18 18:37,10/22/18 18:59,4,8.85,1,N,1,27,1,0.5,8.64,5.76,0.3,43.2,138,236
2,10/22/18 19:12,10/22/18 19:46,1,5.35,1,N,1,24,1,0.5,5.16,0.00E+00,0.3,30.96,158,17
1,10/22/18 19:21,10/22/18 19:55,2,11.4,1,N,1,36,1,0.5,8.7,5.76,0.3,52.26,138,142
2,10/22/18 20:05,10/22/18 20:34,1,11.75,1,N,1,35,0.5,0.5,7.26,0.00E+00,0.3,43.56,138,181
1,10/22/18 20:13,10/22/18 20:48,1,10.5,1,N,1,35,0.5,0.5,7.25,0.00E+00,0.3,43.55,142,95
2,10/22/18 22:57,10/22/18 23:18,1,6.72,1,N,1,22,0.5,0.5,5.82,0.00E+00,0.3,29.12,234,40
1,10/22/18 22:21,10/22/18 22:58,2,8.1,1,Y,1,30,0.5,0.5,6.25,0.00E+00,0.3,37.55,142,49
2,10/22/18 22:38,10/22/18 23:15,1,17.56,1,N,1,50,0.5,0.5,7.7,0.00E+00,0.3,59,132,37
2,10/22/18 23:00,10/22/18 23:21,1,8.98,1,N,1,27,0.5,0.5,8.52,5.76,0.3,42.58,138,151
2,10/22/18 22:19,10/22/18 22:40,1,7.04,1,N,1,23,0.5,0.5,4.86,0.00E+00,0.3,29.16,170,25
2,10/22/18 22:43,10/22/18 23:10,2,8.56,1,N,1,27.5,0.5,0.5,4.32,0.00E+00,0.3,33.12,48,52
2,10/22/18 23:19,10/22/18 23:47,1,9.85,1,N,1,30.5,0.5,0.5,6,0.00E+00,0.3,37.8,234,89
2,10/22/18 23:19,10/22/18 23:37,2,9.55,1,N,1,28,0.5,0.5,3.51,5.76,0.3,38.57,138,239
1,10/22/18 23:35,10/23/18 0:14,1,6.7,1,N,1,29.5,0.5,0.5,6.15,0.00E+00,0.3,36.95,164,106
1,10/23/18 3:23,10/23/18 3:42,1,10.4,1,N,1,29.5,0.5,0.5,6.15,0.00E+00,0.3,36.95,230,95
1,10/23/18 6:33,10/23/18 7:00,1,11.7,1,N,1,34.5,0.00E+00,0.5,8.2,5.76,0.3,49.26,142,138
2,10/23/18 7:43,10/23/18 8:30,1,9.78,1,N,1,36.5,0.00E+00,0.5,8.61,5.76,0.3,51.67,138,237
2,10/23/18 7:32,10/23/18 8:05,1,10.24,1,N,1,31,0.00E+00,0.5,6.36,0.00E+00,0.3,38.16,138,33
2,10/23/18 8:58,10/23/18 9:56,3,10.14,1,N,1,38.5,0.00E+00,0.5,13.52,5.76,0.3,58.58,138,161
2,10/23/18 9:12,10/23/18 10:05,1,12.38,1,N,1,46,0.00E+00,0.5,10.51,5.76,0.3,63.07,138,161
2,10/23/18 9:29,10/23/18 10:04,1,4.86,1,N,1,23.5,0.00E+00,0.5,6.08,0.00E+00,0.3,30.38,236,164
2,10/23/18 9:37,10/23/18 10:00,1,9.29,1,N,1,29,0.00E+00,0.5,8.89,5.76,0.3,44.45,164,138
2,4/21/18 12:21,4/21/18 12:48,4,9.03,1,N,1,28.5,0.00E+00,0.5,7.01,5.76,0.3,42.07,138,24
2,4/21/18 12:27,4/21/18 12:59,1,5.96,1,N,1,25,0.00E+00,0.5,5.16,0.00E+00,0.3,30.96,48,112
2,4/21/18 13:32,4/21/18 13:33,2,0.11,1,N,1,3,0.00E+00,0.5,0.76,0.00E+00,0.3,4.56,230,100
1,4/21/18 13:44,4/21/18 14:22,1,12.8,1,N,1,39,0.00E+00,0.5,7.95,0.00E+00,0.3,47.75,138,87
1,4/21/18 13:44,4/21/18 14:14,1,9.1,1,N,1,28.5,0.00E+00,0.5,7.01,5.76,0.3,42.07,138,237
2,4/21/18 14:51,4/21/18 15:25,1,11.26,1,N,1,34,0.00E+00,0.5,8.11,5.76,0.3,48.67,138,162
1,4/21/18 14:54,4/21/18 15:19,2,7.2,1,N,1,24,0.00E+00,0.5,4.95,0.00E+00,0.3,29.75,140,33
1,4/21/18 15:57,4/21/18 16:15,1,7.5,1,N,1,22.5,0.00E+00,0.5,5.8,0.00E+00,0.3,29.1,244,48
2,4/21/18 15:50,4/21/18 16:20,1,4.93,1,N,1,21.5,0.00E+00,0.5,4.46,0.00E+00,0.3,28.71,144,188
2,4/21/18 16:30,4/21/18 16:52,2,7.12,1,N,1,22,0.00E+00,0.5,4.56,0.00E+00,0.3,27.36,13,141
1,4/21/18 16:05,4/21/18 16:27,1,6.4,1,N,1,22,0.00E+00,0.5,4.55,0.00E+00,0.3,27.35,25,14
1,4/21/18 17:50,4/21/18 18:21,1,5.2,1,N,1,23,0.00E+00,0.5,4.75,0.00E+00,0.3,28.55,246,263
2,4/21/18 17:22,4/21/18 18:00,1,4.97,1,N,1,26,0.00E+00,0.5,5.36,0.00E+00,0.3,32.16,87,100
2,4/21/18 18:53,4/21/18 19:13,1,6.75,1,N,1,22,0.00E+00,0.5,4.56,0.00E+00,0.3,27.36,162,116
2,4/21/18 20:38,4/21/18 21:03,1,6.99,1,N,1,22.5,0.5,0.5,5.95,0.00E+00,0.3,29.75,237,87
1,4/21/18 21:56,4/21/18 22:25,1,8.6,1,N,1,28.5,0.5,0.5,8.9,0.00E+00,0.3,38.7,141,95
2,4/21/18 21:09,4/21/18 21:35,1,5.6,1,N,1,23,0.5,0.5,3.5,0.00E+00,0.3,27.8,13,239
2,4/21/18 21:45,4/21/18 22:07,1,10.33,1,N,1,30.5,0.5,0.5,7.95,0.00E+00,0.3,39.75,138,191
1,1/24/18 20:50,1/24/18 21:31,1,14.7,1,N,1,44,0.5,0.5,12.75,5.76,0.3,63.81,230,11
2,1/24/18 20:42,1/24/18 21:09,3,7.67,1,N,1,27,0.5,0.5,5.66,0.00E+00,0.3,33.96,68,42
2,1/24/18 20:36,1/24/18 21:05,1,11.17,1,N,1,35,0.5,0.5,10.52,5.76,0.3,52.58,138,163
1,1/24/18 21:46,1/24/18 22:23,1,9.1,1,N,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,138,48
1,1/24/18 21:27,1/24/18 21:53,2,16.2,1,N,1,44,0.5,0.5,8,0.00E+00,0.3,53.3,132,255
1,1/24/18 21:01,1/24/18 21:27,1,16,1,N,1,44,0.5,0.5,10.2,5.76,0.3,61.26,138,50
1,1/24/18 21:31,1/24/18 22:05,1,6.4,1,N,1,25,0.5,0.5,5.25,0.00E+00,0.3,31.55,234,61
2,1/24/18 22:00,1/24/18 22:49,1,11.21,1,N,1,39,0.5,0.5,8.06,0.00E+00,0.3,48.36,170,91
1,1/24/18 22:34,1/24/18 23:05,1,18.9,1,N,1,51,0.5,0.5,8,0.00E+00,0.3,60.3,132,33
2,1/24/18 22:01,1/24/18 22:34,1,6.82,1,N,1,26.5,0.5,0.5,8.34,0.00E+00,0.3,36.14,114,179
2,1/24/18 23:26,1/24/18 23:43,6,9.7,1,N,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,138,141
2,1/25/18 0:53,1/25/18 1:11,2,6.93,1,N,1,22,0.5,0.5,4.66,0.00E+00,0.3,27.96,170,112
1,1/25/18 1:06,1/25/18 1:23,1,7.8,1,N,1,23.5,0.5,0.5,4.95,0.00E+00,0.3,29.75,237,33
1,1/25/18 2:11,1/25/18 2:34,1,7,1,N,1,23.5,0.5,0.5,4.95,0.00E+00,0.3,29.75,246,80
2,1/25/18 2:44,1/25/18 3:06,1,8.21,1,N,1,25.5,0.5,0.5,5.36,0.00E+00,0.3,32.16,230,95
1,1/25/18 4:22,1/25/18 4:43,1,10.3,1,N,1,29.5,0.5,0.5,7.3,5.76,0.3,43.86,68,138
2,1/25/18 6:11,1/25/18 6:32,1,10.59,1,N,1,30.5,0.00E+00,0.5,7.41,5.76,0.3,44.47,43,138
2,1/25/18 7:40,1/25/18 8:17,2,12.5,1,N,1,38.5,0.00E+00,0.5,11.26,5.76,0.3,56.32,48,138
1,1/25/18 9:19,1/25/18 9:52,2,9.1,1,N,1,31,0.00E+00,0.5,6.35,0.00E+00,0.3,38.15,261,166
2,1/25/18 10:03,1/25/18 10:36,1,15.81,1,N,1,44.5,0.00E+00,0.5,9.06,0.00E+00,0.3,54.36,132,146
2,2/13/18 15:58,2/13/18 16:21,2,8.42,1,N,1,24.5,1,0.5,6.41,5.76,0.3,38.47,138,107
2,2/13/18 16:25,2/13/18 17:04,1,10.03,1,N,1,36,1,0.5,4.36,5.76,0.3,47.92,138,230
1,2/13/18 17:38,2/13/18 18:18,1,6.5,1,N,1,27.5,1,0.5,4,0.00E+00,0.3,33.3,211,24
2,2/13/18 16:07,2/13/18 16:39,2,11.08,1,N,1,34,1,0.5,8.31,5.76,0.3,49.87,138,161
2,2/13/18 17:06,2/13/18 17:32,1,7.17,1,N,1,23.5,1,0.5,6.32,0.00E+00,0.3,31.62,239,79
2,2/13/18 18:30,2/13/18 19:01,1,4.69,1,N,1,22,1,0.5,2.38,0.00E+00,0.3,26.18,24,186
2,2/13/18 18:45,2/13/18 19:24,1,10.21,1,N,1,33.5,1,0.5,7.06,0.00E+00,0.3,42.36,138,25
2,2/13/18 18:50,2/13/18 19:22,2,5.81,1,N,1,24,1,0.5,5.16,0.00E+00,0.3,32.91,100,255
2,2/13/18 20:48,2/13/18 21:10,3,9.06,1,N,1,28,0.5,0.5,7.01,5.76,0.3,42.07,138,238
2,2/13/18 20:47,2/13/18 21:05,1,7.62,1,N,1,23.5,0.5,0.5,3.06,5.76,0.3,33.62,138,41
2,2/13/18 20:14,2/13/18 20:43,3,6.56,1,N,1,25.5,0.5,0.5,6.7,0.00E+00,0.3,33.5,107,151
2,2/13/18 21:58,2/13/18 22:28,5,5.31,1,N,1,22,0.5,0.5,4.66,0.00E+00,0.3,27.96,142,231
2,2/13/18 21:53,2/13/18 22:12,1,7.94,1,N,1,24.5,0.5,0.5,5.16,0.00E+00,0.3,30.96,138,141
2,2/13/18 22:54,2/13/18 22:55,4,0.21,5,N,1,49.5,0.00E+00,0.00E+00,9.96,0.00E+00,0.3,59.76,265,265
1,2/13/18 22:37,2/13/18 23:03,1,6.2,1,N,1,22.5,0.5,0.5,6,0.00E+00,0.3,29.8,186,181
1,2/14/18 0:33,2/14/18 0:49,1,8.8,1,N,1,26,0.5,0.5,5.95,2.64,0.3,35.89,238,200
4,8/25/18 11:52,8/25/18 12:28,1,10.72,1,N,1,35,0.00E+00,0.5,8.95,0.00E+00,0.3,44.75,138,225
2,8/25/18 11:30,8/25/18 12:03,1,9.23,1,N,1,31.5,0.00E+00,0.5,8.08,0.00E+00,0.3,40.38,246,138
2,8/25/18 11:12,8/25/18 11:34,1,7.6,1,N,1,24.5,0.00E+00,0.5,5.06,0.00E+00,0.3,30.36,132,130
2,8/25/18 11:50,8/25/18 12:08,5,9.01,1,N,1,25.5,0.00E+00,0.5,6.41,5.76,0.3,38.47,138,107
2,8/25/18 12:18,8/25/18 12:50,1,11.1,1,N,1,34.5,0.00E+00,0.5,7.06,0.00E+00,0.3,42.36,138,188
1,8/25/18 13:39,8/25/18 14:04,1,7.5,1,N,1,25,0.00E+00,0.5,6.45,0.00E+00,0.3,32.25,138,98
2,8/25/18 14:08,8/25/18 14:30,1,6.86,1,N,1,24,0.00E+00,0.5,4.96,0.00E+00,0.3,29.76,43,114
2,8/25/18 14:53,8/25/18 15:37,1,13.28,1,N,1,42.5,0.00E+00,0.5,8.66,0.00E+00,0.3,51.96,138,231
2,8/25/18 15:21,8/25/18 15:58,1,5.25,1,N,1,26,0.00E+00,0.5,5.36,0.00E+00,0.3,32.16,142,144
2,8/25/18 15:58,8/25/18 16:24,5,9.81,1,N,1,28.5,0.00E+00,0.5,5.86,0.00E+00,0.3,35.16,132,95
2,8/25/18 16:01,8/25/18 16:56,1,19.2,1,N,1,55,0.00E+00,0.5,11.16,0.00E+00,0.3,66.96,132,65
1,8/25/18 16:36,8/25/18 17:04,1,5.6,1,N,1,22,0.00E+00,0.5,4.55,0.00E+00,0.3,27.35,238,79
1,8/25/18 17:14,8/25/18 17:33,1,7.6,1,N,1,23.5,0.00E+00,0.5,6,5.76,0.3,36.06,138,41
2,8/25/18 17:57,8/25/18 18:22,2,6.38,1,N,1,24,0.00E+00,0.5,3.72,0.00E+00,0.3,28.52,262,211
2,8/25/18 20:23,8/25/18 20:57,1,3.64,1,N,1,21.5,0.5,0.5,4.56,0.00E+00,0.3,27.36,170,231
1,8/25/18 20:05,8/25/18 20:27,1,10.9,1,N,1,30.5,0.5,0.5,11.25,5.76,0.3,48.81,138,230
1,8/25/18 21:33,8/25/18 21:33,4,0.00E+00,5,N,1,20.3,0.00E+00,0.00E+00,4.1,0.00E+00,0.3,24.7,75,75
2,8/25/18 21:05,8/25/18 21:37,5,7.14,1,N,1,27,0.5,0.5,4.2,0.00E+00,0.3,32.5,231,238
2,8/25/18 23:36,8/26/18 0:14,6,13.88,1,N,1,41,0.5,0.5,8.46,0.00E+00,0.3,50.76,79,32
2,8/25/18 23:19,8/25/18 23:54,2,12.09,1,N,1,37.5,0.5,0.5,7.76,0.00E+00,0.3,46.56,138,25
2,8/25/18 23:43,8/26/18 0:16,1,7.56,1,N,1,28.5,0.5,0.5,5.96,0.00E+00,0.3,35.76,90,112
2,8/13/18 9:21,8/13/18 10:07,2,21.53,1,N,1,58,0.00E+00,0.5,11.76,0.00E+00,0.3,70.56,132,181
2,8/13/18 10:31,8/13/18 11:12,3,3.92,1,N,1,24,0.00E+00,0.5,4.96,0.00E+00,0.3,29.76,263,170
1,8/13/18 10:24,8/13/18 10:57,1,5.2,1,N,1,23,0.00E+00,0.5,4.75,0.00E+00,0.3,28.55,238,137
2,8/13/18 12:55,8/13/18 13:21,2,7.47,1,N,1,26.5,0.00E+00,0.5,8.19,0.00E+00,0.3,35.49,231,161
1,8/13/18 12:58,8/13/18 13:27,1,9.4,1,N,1,30,0.00E+00,0.5,9.1,5.76,0.3,45.66,162,129
1,8/13/18 12:24,8/13/18 13:16,1,12.5,1,N,1,44.5,0.00E+00,0.5,7.66,5.76,0.3,58.72,161,130
